mechanism,proportion,method,cached,n_folds,secs,n_runs,top1_acc,top1_acc_std,top2_acc,top2_acc_std,top3_acc,top3_acc_std,top4_acc,top4_acc_std,top5_acc,top5_acc_std
MNAR,0.1,mean,True,3,70.7,9,0.3905747015176372,0.036788820707290955,0.6187906743560758,0.033716883220477806,0.7525331562295332,0.031148919889513117,0.8323772067883896,0.03229721297618052,0.8820672695591951,0.03305255913443846
MNAR,0.3,mean,True,3,72.1,9,0.370526539664403,0.03618475800477865,0.5895590780848381,0.04574481520451634,0.7291277986000321,0.04885404172509111,0.8105877044515846,0.04717436405655925,0.8683355631268392,0.042364859424920236
MNAR,0.5,mean,True,3,70.8,9,0.33846187246735626,0.04096510690636887,0.5492668865256118,0.04165955448664956,0.6867024795065227,0.04740961134140658,0.7805468762919612,0.04315924689434226,0.8475738716469547,0.03630043027919455
MCAR-Row,0.1,mean,True,3,70.5,9,0.3862196518441814,0.027034327023252886,0.5896749466660661,0.029370097529125498,0.7148847828806963,0.0325384438373529,0.7954275025815476,0.03273594777300665,0.8508373029489368,0.030907983678413346
MCAR-Row,0.3,mean,True,3,71.9,9,0.15939350459886875,0.029654536207342555,0.40796361321366725,0.031197113655083042,0.5969086203283934,0.05714505425060578,0.7273259181805689,0.04349271080923215,0.8101391545459715,0.030006628519071776
MCAR-Row,0.5,mean,True,3,69.4,9,0.04120664876212281,0.019126044362661344,0.2591559417808354,0.13640408070743756,0.38903043228985956,0.20689720913237405,0.4900719476733365,0.2487661446630318,0.5595461728252524,0.26082820032648624
MCAR,0.1,knn,True,3,73.4,9,0.3907145855801053,0.030237910187149743,0.6090899862103787,0.027995149912005777,0.7522074040381093,0.02811354925557475,0.8354438356563025,0.03243463367852956,0.8775067104912924,0.03127243960772866
MCAR,0.3,knn,True,3,76.9,9,0.37888785306867506,0.03243066307708078,0.5931079894179763,0.03981914664286622,0.7317965068879599,0.035645276158051395,0.8151591978246004,0.03684656008623662,0.8706195875276088,0.03269396907318225
MCAR,0.5,knn,True,3,76.6,9,0.34705630935438025,0.02629284506730553,0.5512600115085123,0.028627168080416272,0.6912640052464839,0.028313778346439937,0.7814561666376428,0.02998563794090071,0.8402383357804651,0.027441828389630284
MAR,0.1,knn,True,3,70.7,9,0.38679912484127477,0.03423980484281826,0.6094941573274395,0.04013613275719093,0.7497436850276654,0.041299356509937483,0.8319674422540229,0.03407842776515068,0.8796506953128941,0.031603876405120634
MAR,0.3,knn,True,3,76.2,9,0.37104299926951984,0.026864589194703224,0.5766520710343569,0.035773210982386214,0.7206065152875207,0.03601220348090139,0.811044730757897,0.0341796749444921,0.8693395290771854,0.030219449457017735
MAR,0.5,knn,True,3,77.3,9,0.32801066517136823,0.026849261169671845,0.5341138448419187,0.026981887720931998,0.6711628761332334,0.02805251633339579,0.7672909477771446,0.038535478810614504,0.830957127272691,0.035281864352139716
